descripcion,sku,imagen,latitud,longitud,lugar
"  ¡Descubre una experiencia total para  conocer el vino de Madrid! Situada en Cadalso de los vidrios, al borde de la Sierra de Gredos y a 1 hora de la capital, disfrutarás de un paseo caballo de por el valle de las Tórtolas, que discurre por cercanías del arroyo y disfrutando de variados paisajes de ribera, recorriendo viñedos, pequeños huertos... También podrás visitar la bodega de Cristo del Humilladero, donde catarás vinos de Madrid con más de 90 puntos en la Guía Peñín  acompañados de un rico cóctel. ¡Y todo esto a 1 hora escasa de Madrid y en un entorno privilegiado rodeado de pinos y montañas",94608,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/15304416-4150-11eb-8b1e-06551cb39bc6.jpg",40.303302,-4.443507,Bodegas Cristro del humilladero
"  Forma parte de la nueva dimensión del golf de la mano de H0 Golf House Madrid, el primer centro de golf indoor de Madrid. Disfruta de la tecnología trackman junto con tus amigos y juega en los mejores campos del mundo... sin moverte de la capital. ¡Compra ya tus 2 horas simulador para 4 personas y disfruta además de unas cervezas",114450,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c2eb838c-d1f4-11ec-9a27-cec2a21327ad",40.47594,-3.68602,H0 Golf House Madrid
"  ¿Alguna vez has realizado una ruta a lomos de un caballo? Si piensas que son unos de los animales más nobles y hermosos de este mundo, te va a encantar esta experiencia de la mano de Centro Hípico el Duende. Tu ticket contiene todo lo necesario para que únicamente te centres en disfrutar de la ruta en un caballo adecuado a tu nivel. Y por acudir con Fever, podrás disfrutar de una consumición y llevarte espectaculares fotos de la experiencia para que no la olvides nunca. ¡A cabalgar! ¡Disfruta de tu plan de ruta a caballo en el Centro Hípico el Duende de Madrid",88869,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/748a5926-b55d-11ea-bf03-06551cb39bc6.jpg",40.214307,-3.466793,El Duende Centro Hipico
"  Forma parte de la nueva dimensión del golf de la mano de H0 Golf House Madrid, el primer centro de golf indoor de Madrid. Disfruta de la tecnología trackman e iníciate en este fascinante deporte de la mano de un monitor experto durante una sesión solo para ti. ¡Compra ya tu clase particular",114447,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/066e5e0a-d1f4-11ec-b0c4-f65b91e19962",40.47594,-3.68602,H0 Golf House Madrid
"  No te pierdas esta experiencia musical flamenca inmersiva. Oléolá by Cristina Hoyos es el mejor musical flamenco del mundo, lleno de sentimiento, pasión, color, arte, gastronomía, palmas y mucho ‘duende’. Dirigido por el director teatral español José Carlos Plaza. Un espacio único en Teatro Eslava por Philippe Starck, en el que descubrirás que los contrastes no existen, y que lo surrealista es más real que vivir la vida misma. Todo ello acompañado de una excelente cena con productos de proximidad de gran calidad. Una experiencia para el recuerdo llena de palmas y buenos momentos. En oléolá hacemos de nuestro arte un reflejo de nuestra gente, de la forma que tenemos de entender la vida. Una experiencia inmersiva de bocaos con alma y sabor flamenco. ¡Consigue tus entradas para OléOlá por Cristina Hoyos en Madrid! _x000D_
  _x000D_
   _x000D_
    _x000D_
  ",110531,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/3bda5bbe-bf3a-11ed-95dc-828aaca58b26.jpg",40.417085,-3.706502,Teatro Eslava
"  Prepárate porque ya suena la música, los bailarines se preparan… ¡Que comience el espectáculo! Tanto si ya has estado en un bingo, como si no, no has visto uno igual. Lorena Castell trae mensualmente su ""Bingo para Señoras"", una fiesta-espectáculo en Florida Park con bailarines, show, acrobacias, música, cartones… ¡y una vedette de altura! La mejor maestra de ceremonias para una experiencia loca, diferente y única… ¿Estás ready para cantar bingo y pasar una noche increíble? ¡No tienes excusa para faltar! ¡Consigue tus entradas para Bingo para Señoras con Lorena Castell en Madrid!",109585,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/83a85066-ee4f-11ec-894e-ce269c8b0079.jpg",40.41809,-3.68,Florida Park Retiro
"  Amantes de las experiencias interactivas, de los escape room y los misterios… Llega Sector 77, una experiencia en la sala de escape room indoor más grande de Europa. Adéntrate en el último lugar con vida de Mad-Riz, una ciudad post-apocalíptica en la que tendrás que combatir una amenaza silenciosa que acecha en las calles. Recorre las diferentes salas inmersivas, interactúa con el espacio y los siniestros habitantes de la ciudad y, sobre todo, resuelve los enigmas y las diferentes pruebas para avanzar hasta el final… Reúne a tu equipo y sumérgete en esta trepidante experiencia, en la que sólo un equipo conseguirá el objetivo final. ¡No dejes de vivir la experiencia del Sector 77 en Madrid!",128079,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/45d021da-d209-11ed-9dff-1e3658f8c22f.jpg",40.4517406,-3.6926936,Moda Shopping
"  Festival de campo es una experiencia única para enamorarte del mundo rural y la naturaleza. Del 26 al 28 de mayo, y a lo largo de las diez hectáreas del Hipódromo de la Zarzuela, descubrirás el lado más divertido y creativo de la naturaleza. Disfrutarás de una amplia propuesta gastronómica, catas de vinos, juegos para todas las edades, talleres, conciertos en directo, conferencias y un sin fin de actividades relacionadas con el campo, sus tradiciones y su riqueza. Despierta al campero que llevas dentro y no faltes a esta nueva forma de vivir la naturaleza. ¡Consigue tus entradas para Festival de campo en Madrid!",125101,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/f394ff46-a60f-11ed-b0ce-4ec714ff6716.jpg",40.468519,-3.757952,Hipodromo de la Zarzuela
"  El 10 y 11 de junio llega al mítico Circuito de Madrid Jarama - RACE el evento de automoción más esperado. Jarama Classic cumplirá el sueño de los amantes del motor dando cita sobre la pista a los coches históricos más icónicos de los años 60, 70 y 80 junto a los modelos actuales más potentes. Podrás vivir la adrenalina de las competiciones en cinco apasionantes carreras, disfrutar de un parque de atracciones basado en el mundo del motor, actividades para los más peques, puestos de comida y bebida y el mejor ambiente que puedas soñar. ¡No te pierdas esta fantasía automovilística! ¡Consigue tus entradas para Jarama Classic 2023 en Madrid!",126460,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/ca5c24ea-b67e-11ed-a4ac-bad0bd49c229.jpg",40.61707,-3.585,Circuito del Jarama
"  ¿Eres un apasionado del motor? ¿Has soñado alguna vez con ponerte a los mandos de un bólido de Fórmula 1? ¡Entonces esta experiencia es perfecta para ti! Llega a Madrid Racing Unleashed, un lugar donde podrás sentir la velocidad y poner a prueba tus habilidades en un simulador full motion de Fórmula 1. Escoge el paquete que prefieras y prepárate para vivir una experiencia que pondrá a prueba tus límites y no olvidarás jamás. ¡A tope",91958,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/c2bcade6-fe3d-11ea-bf03-06551cb39bc6.jpg",40.465159,-3.80966,Revival Café Madrid
"  ¡Ven a disfrutar de una experiencia alucinante en City Play Madrid! Jugarás en su impresionante campo de minigolf de 18 hoyos con decoración e iluminación especial o en sus pistas de bolos deluxe con iluminación inmersiva, que hará de tus partidas una experiencia para recordar. Pero eso no es todo, podrás conocer su simulador XD Dark Ride Simulator, único en España y digno de cualquier parque de atracciones que se precie. El simulador te llevará a través de una loca montaña rusa y con una pistola láser, tendrás que ir matando a todas las criaturas y zombies que aparecerán en la pantalla gigante. El que más puntos logre, será el ganador. Una experiencia de hiper realidad con efectos de viento, asientos que vibran y se mueven y un sonido espectacular. ¿Te apuntas",99005,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/0dafb862-ba48-11eb-9522-06551cb39bc6.jpg",40.463136,-3.636201,City Play Madrid
"  Descubre una forma diferente de recorrer las principales avenidas de Madrid por la noche, acompañado por hasta 3 amigos y la música perfecta para disfrutar de la experiencia. Recorre todo el Paseo de la Castellana, desde las 4 torres, visitando los emplazamientos más emblemáticos de la zona: Plaza de Colón, Calle Serrano, Puerta de Alcalá, pasando por Plaza de Cibeles y terminando en el Estadio Santiago Bernabéu. ¡Disfruta de una experiencia con un hurtan descapotable por Madrid!",127268,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/bf85b346-cf9d-11ed-a5d6-1aa27b5e597f.jpg",40.4727354,-3.6312379,VeryVip Cars
"  Mira, apunta... ¡y lanza! Disfruta de una actividad diferente y descubre la apasionante experiencia del lanzamiento de hacha. ¿Conseguirás darle al centro de la diana o necesitarás practicar más para mejorar tu precisión? Sea como sea, disfruta de una experiencia de adrenalina pura con quien tú quieras. ¡Consigue tus entradas para Tiro de hacha en Urban Safari, Madrid!",122504,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a599801a-708f-11ed-8b93-8aad6c169c4c.jpg",40.40442,-3.69434,Urban Safari | Tiro de Hacha & Axe Throwing Madrid
"  Ven a Planet Laser y diviértete con tus amigos en una emocionante partida de Laser Tag de última generación. Tendrás hasta 10 modos de juego diferentes, que irás descubriendo poco a poco, y con 3 niveles de dificultad disponibles. Llevaréis chalecos informatizados y blasters para intentar conseguir la mejor puntuación disparando inofensivos rayos de luz a los jugadores rivales, estaciones base y otros objetivos que encontrarás dentro de la arena de juego o laberinto. Diseña tu estrategia y prepárate para la acción, ¿quién será el mejor? ¡Disfruta tu plan de juego Laser Tag en Planet Laser Madrid!",123823,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/f28e9c38-8b4d-11ed-84b4-62ac6f726102.jpg",40.44521,-3.66801,Planet Laser
"  _x000D_
Virtual Arena te ofrece una experiencia alucinante de juegos de realidad virtual inmersiva multijugador sin cables. Es la mayor sala de Madrid y la única en Europa que permite jugar 12 jugadores al mismo tiempo en la misma partida. Al permitir hasta 12 jugadores simultáneos resulta perfecta para actividades y eventos de empresa, despedidas y celebración de cumpleaños para los más pequeños con posibilidad de sala privada para merienda después de jugar. ¿Preparado para vivir la diversión sin límites? ¡Disfruta de tu plan de juegos de realidad virtual en Virtual Arena, Madrid!",125486,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a2c92216-aeb3-11ed-bbde-8ea46af318af.jpg",40.3968717,-3.6916988,Virtual Arena
"  ¡Bienvenidos investigadores y detectives! ¿Siempre has querido meterte en la piel de un investigador? ¿Te encanta resolver enigmas? ¿Disfrutas descubriendo nuevos lugares? ¡Esta es tu experiencia! Corre el año 1901. Una mujer ha aparecido asesinada. Como detective, tienes que averiguar quién es el asesino. A medida que se desarrolla la historia, irás interactuando y explorando Madrid mientras resuelves emocionantes enigmas. Al final, obtendrás el verdadero veredicto, pero antes tienes que decidir: ¿quién crees que es el asesino y qué pruebas apoyan tu decisión? ¡Consigue tus entradas para Asesinato en el Palacio Real: juego interactivo de misterio!",126016,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/084f7e78-ad24-11ed-a17e-ca109a7cefc8.jpg",40.4194818,-3.709280999999999,Librería Desperate Literature
"  _x000D_
¡Atrévete a volar en autogiro - girocóptero! Podrás sobrevolar Madrid, Ávila y Segovia durante una experiencia inolvidable. Realizarás una ruta por la naturaleza, por los castillos o una ruta cultural. Además, la actividad incluye una charla teórica de aproximadamente 30 minutos con la que conocerás la historia de este fascinante aparato. Y podrás llevarte un video del vuelo, además de un parche, pegatina o camiseta en función de la disponibilidad. ¡Consigue tus entradas para Vuelo en girocóptero-autogiro en Escuela de Aviadores, Madrid",119690,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/d2882230-4578-11ed-9a45-7a2357a9aab8.jpg",40.781342,-4.4483,Aeródromo de Eduardo Castellanos
"  Descubre el atardecer de Madrid con una ruta por la Sierra junto a tu pareja o amigos a bordo de un exclusivo Hurtan descapotable. Recorre una ruta emblemática para apasionados del motor por varios pueblos icónicos de la Sierra de Madrid como Miraflores o Rascafría. Tras bajar el Puerto de Navacerrada y disfrutar de la puesta de sol, una cena a la carta os estará esperando en el Revival Café, el templo del motor en la capital. ¡Disfruta del alquiler de un Hurtan descapotable por la sierra de Madrid + menú en Revival Café!",127266,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/0d0dff36-cf9b-11ed-958f-6629531ed731.jpg",40.4727354,-3.6312379,VeryVip Cars
"  ¡Vive en primera persona la increíble experiencia de ser piloto durante un vuelo! Deberás volar un flamante Airbus A320 entre Valencia y Palma de Mallorca. Estarás al mando todo el vuelo: despegue, vuelo y aterrizaje. También podrás solicitar cualquier tipo de condición meteorológica. ¿Preparado para surcar los cielos? ¡Consigue tus entradas para un simulador estático Airbus A320!",123250,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/334b6982-7c9d-11ed-a164-3ae4fafd8d85.jpg",40.367575,-3.780281,Aeropuerto Cuatro Vientos
"  No hay nada como dar un paseo por las magníficas calles de la capital, pero... ¡Aún mejor es hacerlo jugando! Con este tour interactivo te adentrarás en Malasaña, uno de los barrios más emblemáticos de Madrid, de una manera divertida y diferente. Durante un recorrido de unos 2km, visitarás cada rincón escondido, y pondrás a prueba tus conocimientos sobre Madrid respondiendo a preguntas. La actividad incluye juegos con retos, información histórica, anécdotas, curiosidades, tesoros ocultos… ¡No te pierdas la oportunidad de formar parte de esta aventura! ¡Disfruta de tu plan de tour interactivo City Game Malasaña en Madrid",118509,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/2356c0fe-3034-11ed-be70-1607d519fb31.jpg",40.426483,-3.700867,Metro Tribunal
"  _x000D_
Virtual Planet te ofrece una experiencia alucinante de juegos de realidad virtual. Ven con tus amigos y elige entre su amplia oferta de juegos multijugador y cooperativos y escape room virtuales. ¿Preparado para vivir la diversión sin límites? ¡Disfruta de tu plan de experiencia de realidad virtual en Virtual Planet, Madrid",126912,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/119734fa-cfbe-11ed-88a9-c2afacc801d3.jpg",40.56117319999999,-3.631530299999999,Virtual Planet
"  Tienes dos horas para salvar Madrid. Lo que se conoce como “el espíritu de la Movida Madrileña”, es exactamente eso: un espíritu. Y ahora quiere abandonar Madrid para siempre… En este juego, tendrás 2 horas para convencerle de que se quede y no haga de Madrid una ciudad triste y gris. Viajarás a los 80, recorrerás las calles del Madrid de Chamberí y Malasaña, seguirás las pistas y encontrarás a los mediums que te podrán ayudar… ¡entre otras sorpresas! ¡Disfruta de tu plan de escape room El espíritu de la Movida, Madrid!",124882,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/5ea0adae-9cdc-11ed-a9e2-561e8972e47a.jpg",0.0,0.0,Localización Secreta Madrid
"  Es el momento de disfrutar de una de las experiencias más bestiales: ¡volar en globo! Además, podrás hacerlo en una de las ciudades Patrimonio de la Humanidad: Segovia. Disfruta de un vuelo de 1 hora donde verás el Acueducto (año 50 d.c.), uno de los monumentos más significativos y mejor conservados de los que dejaron los romanos, el Alcázar, cuya construcción se inició en el siglo XI, la Catedral gótica del siglo XVI, la Iglesia de San Justo, La Judería... ¡Sin duda toda una experiencia involvidable que quedará en tu retina para siempre",94132,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/1a200e84-363f-11eb-9bdd-06551cb39bc6.jpg",40.443998,-3.676231,globos boreal
"  ¿Quieres recorrer la ciudad mientras juegas? Visita los lugares monumentales de autores y artistas famosos como Ernest Hemingway, Francisco de Goya, Lope de Vega o Miguel de Cervantes. Abre tu mente, relájate y descubre Madrid desde otro punto de vista. Explora los lugares más míticos, conoce sus historias y resuelve la pista que te llevará al siguiente emplazamiento. ¡Será más que divertido",95909,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/46f03987-7079-11eb-b783-06551cb39bc6.jpg",40.415718,-3.70602839997386,Petit Palace Posada del Peine
"  ¿Te gustan los juegos de mesa?, ¿y los escape room?, ¿eres fan de Regreso al Futuro? ¡Vive las tres experiencias juntas! Imagínate ponerte en la piel de Marty mientras disfrutas de un menú de Lou de 1985, ¿o prefieres el menú de 2015? No te lo pienses mucho, mientras disfrutas de la comida tendrás que ayudar a Marty a Salvar a Doc jugando a la divertida Escape box de Regreso al Futuro: una carta desde el pasado. ¡Vas a alucinar",111577,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a7b899b2-a001-11ec-b50b-8a10a99de48d.jpg",40.406728,-3.707491,Replay Outlet Café
  Descubre los lugares más míticos de Madrid desde otro punto de vista: ¡al volante de un Seat 600! Disfruta de la conducción de este clásico vehículo vintage en diferentes rutas por la ciudad que te dejarán impresionado. Escoge el trayecto que prefieras y prepárate para ejercer la conducción de uno de los coches más míticos que ha habido nunca. ¡Una experiencia inolvidable,80284,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/da01bb0e-8037-11ec-9ba2-9ae81b88570c.jpg",40.406614,-3.711454,Puerta de Toledo
"  Si buscas una idea original para juntar a los amigos o la familia y pasarlo en grande, ¡te traemos el plan definitivo! Primero una partida de paintball o una gymkana de las de verdad, y después de la adrenalina... ¡sorpresa! una barbacoa con barra libre os estará esperando para reponer fuerzas como campeones. ¡Ah! y recuerda que también hay una opción para niños con paintball y super merienda",62964,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e167d56a-1af4-11e8-af59-067dfd978c4d.jpg",40.317124,-3.949641,Sportocio Villaviciosa
"  Durante una redada policial contra los miembros de una red fraudulenta de marchantes de arte han sido descubiertas una serie de obras originales que, se suponía, estaban en el Museo del Prado. Tendréis que resolver cómo ha sido posible la suplantación de las obras, identificar cuántas obras de arte falsas hay en el museo, recuperar las obras originales y detener al grupo clandestino que quiere utilizar las obras, de incalculable valor cultural, para financiar sus objetivos. ¿Te atreves",97778,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e4468832-a348-11eb-9520-06551cb39bc6.jpg",0.0,0.0,En casa
"  Madrid está marcada por la huella de la Inquisición española. Descubre los secretos más oscuros de la ciudad jugando a este juego y nunca volverás a verla de la misma manera. Siguiendo los pasos de Juana Picazo, una curandera perseguida y arrestada por la Inquisición, vuelve a visitar lugares emblemáticos como la Plaza Mayor, el Mercado de San Miguel y La Latina. Ayuda a Picazo a escapar de la Inquisición ... ¡si te atreves",95979,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/46f03986-7079-11eb-b783-06551cb39bc6.jpg",40.420712,-3.708365,Inquisition Dungeons
  ¡Encuentra tu tesoro! Camina por los puntos más emblemáticos de Madrid y descubre gemas ocultas respondiendo preguntas de Trivial y resolviendo distintos desafíos. Tendrás que elegir un rol interactivo y desperezar tu ingenio para ser el primero en localizar el botín. ¿Serás capaz de conseguirlo? ¡Compra ya tus entradas para la búsqueda del tesoro por el centro de Madrid,94375,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/232cb650-6d22-11eb-b783-06551cb39bc6.jpg",40.4184323,-3.713566,Scavenger Hunt in Madrid
"  ¿Necesitas descargar adrenalina? Fever te propone retar a tus amigos a una auténtica batalla campal. Cubre bien tus espaldas porque... ¡toca jugar a paintball! Apunta, dispara y esquiva balazos en diferentes escenarios. ¿Prefieres darlo todo en una divertida gymkana? Supera diferentes retos físicos e intelectuales durante 2 horas de diversión. No sabemos si ganarás, pero lo que está seguro es que ¡las risas están aseguradas",62945,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/9b163310-7d21-11ed-961b-96c00e93ded8.jpg",40.317124,-3.949641,Sportocio Villaviciosa
  ¡Última llamada para vivir una experiencia de altos vuelos! Entra en la cabina del piloto y ponerte al mando de un aeronave va a dejar de ser tu fantasía recurrente. Cuélate en en este simulador de un Boeing 737-NG y vive en primera persona las sensaciones que experimenta un piloto al surcar los cielos. ¡A volar!,63496,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/9ad667e4-2c5e-11e8-8b6a-067dfd978c4d.jpg",40.368079,-3.780348,Cinetic Plus
"  Beermad regresa en 2023 como el gran escaparate del sector de la cerveza artesana de Madrid. Con una asistencia media de más de 11.000 visitantes por edición, no te pierdas este evento perfecto para disfrutar en familia o con amigos. Fiel a su tradición, el festival contará con animaciones para todos los públicos y actuaciones musicales en directo. Además, en esta nueva entrega, podrás maridar tus cervezas con una amplia oferta gastronómica de la mano de 16 puestos de comida, con platos de gran calidad para todos los gustos. Esta aventura cervecera te espera en el emblemático Pabellón de Cristal de la Casa de Campo de Madrid. ¡Consigue tus entradas para Beermad 2023 en Madrid!",127558,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/dd39a7e2-c8c9-11ed-b667-1ed0ba3eee7f.jpg",40.414855,-3.738266,Pabellón de Cristal - Casa de Campo
"  La Próxima es un restaurante localizado en el Barrio de Salamanca, con una propuesta gastronómica basada en platos de origen latino-asiático con un toque español. ¿Sabes que no hay próxima que por bien no venga? ¡Disfruta de tu menú Buddah Bowl en La Próxima de Velázquez, Madrid!",122678,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/055e2850-7263-11ed-adc5-ca11b67c3e95.jpg",40.431769,-3.683846,La Próxima
"  Vive la magia de las espectaculares vistas de Madrid desde una panorámica única: la del gastrobar Edén en el edificio RIU Plaza España. Este exclusivo espacio gastronómico ubicado en la planta 26 del icónico edificio no solo te ofrece una de las mejores vistas de toda la ciudad, sino también un delicioso tapeo acompañado de bebida. ¡Mucho más que una experiencia gastronómica! ¡Disfruta de tu menú tapeo en Edén Gastrobar, RIU Plaza España Madrid!",108047,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/d9d270b8-61a8-11ec-91c5-7e2c26f92a12",40.424026,-3.7107,Riu Plaza España
"  SteakBurger es el paraíso de las hamburguesas gourmet, y desde Fever no queríamos perder la oportunidad de traerte el menú ideal para que disfrutes de la experiencia carnívora del momento. Ingredientes naturales, pasión por la carne y una parrilla que te está esperando desde ya. ¡Que aproveche! ¡Disfruta de tu menú a tu gusto en SteakBurger Luchana, Madrid!",69982,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/1f052430-e80f-11e8-a7f4-067dfd978c4d.jpg",40.430482,-3.700699,SteakBurger Luchana
"   En pleno corazón de Madrid se halla el templo del sushi en la capital El Sumo no solo es un increíble restaurante de cocina japonesa, es toda una experiencia gastronómica. A través de las tablets instaladas en las mesas, podrás pedir los más de 100 platos de su carta sin más límite que el tuyo propio. Aquí se viene a disfrutar de la comida japonesa en formato buffet, dejando las preocupaciones fuera, y trayendo contigo solo las ganas de disfrutar. Ya se te ha abierto el apetito, ¿verdad",112282,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/59a8078a-aea2-11ec-86c7-e296aefdaf04.jpg",40.42987,-3.70247,Sumo fuencarral
  ¡El placer de sentarse en una buena mesa! El Lobby Bar de Casa Suecia es un espacio de amplios ventanales y vegetación natural en el que podrás disfrutar de la hora de la comida con un completo menú que incluye algunos de sus platos más especiales. Estamos seguros de que hará las delicias de tu paladar. ¡Disfurta de tu menú ejecutivo en Casa Suecia,95510,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/6041a17c-655b-11eb-b783-06551cb39bc6.jpg",40.417883,-3.696175,Casa Suecia
"  Pizzart es uno de esos restaurantes que se graban a fuego en tu mente después de probarlos. Sea una de sus sabrosas pizzas o pasta, el éxito de tu elección está garantizado en este local que basa su éxito en dos factores: la calidad de sus productos y la combinación de los mismos en recetas espectaculares. ¿Se te ha hecho la boca agua? ¡Acércate a probarlo y seguro que repites",83065,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a275d486-85d7-11ec-a4f0-265b02e95264.jpg",40.417001,-3.69981,Pizzart Canalejas
"   En pleno corazón de Madrid se halla el templo del sushi en la capital. El Sumo no solo es un increíble restaurante de cocina japonesa, es toda una experiencia gastronómica. A través de las tablets instaladas en las mesas, podrás pedir los más de 100 platos de su carta sin más límite que el tuyo propio. Aquí se viene a disfrutar de la comida japonesa en formato buffet, dejando las preocupaciones fuera, y trayendo contigo solo las ganas de disfrutar. Ya se te ha abierto el apetito, ¿verdad",112284,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/cb4cddc2-aea0-11ec-9558-c61ebe2704c7.jpg",40.43521,-3.67527,Sumo grill
"    ¡Dale un toque especial a tu experiencia en el autocine con los mejores menús y complementos! Podrás añadir a tu entrada desde cenas con burger o perrito, palomitas, nachos y otros suplementos como ambientadores y un mechero para tu coche. ¡Una manera aún más especial de disfrutar del cine a lo grande! ¡Consigue tus menús y suplementos para el Autocine Madrid Fever!_x000D_
_x000D_
      ",118532,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/a886ef7e-38bd-11ed-9cf5-76e1204d3bd7.jpg",40.485873,-3.6785,Autocine Madrid Fever
"  El lado canalla de los fogones de Decadente se une a la tradición más castiza en un lugar de referencia para los  foodies  de Madrid. Adéntrate en el Barrio de las Letras y afila los dientes para saborear un menú tan delicioso como sugerente. Además, varía todos los días, por lo que puedes repetir cuantas veces desees. Si miras a tu alrededor, su luz tenue y su personal decoración que harán creer que... ¡La decadencia está de moda en Madrid! ¡Disfruta de tu menú en Decadente, Madrid!",80689,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/31359ca7-fbc1-11e9-bf03-06551cb39bc6.jpg",40.415131,-3.699139,Decadente Madrid
"  ¿Te apetece un plan gastronómico tan sano como delicioso? ¡Este es tu sitio! Healthy Poke es un restaurante de comida saludable que nació con la misión de demostrar que el  fast food , también podía ser  healthy food . Podrás crear tu propio poke, elegir los ingredientes que más te gusten entre su gran variedad (todos saludables, frescos y nutritivos) y tener tu menú saludable listo en un abrir y cerrar de ojos. ¡Ven a disfrutar del placer de la comida sana! ¡Disfruta de tu menú poke en Healthy Poke, Madrid!",107617,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/d966c56e-5782-11ec-b932-b63900aa6cd4",40.41397,-3.70756,Healthy Poke CALLE TOLEDO
"  Desde el Barrio de Salamanca, en Mozza Bistró te traen los platos más canallas de la gastronomía mediterránea. Ven a saborear en medio de un ambiente acogedor una propuesta gastronómica con la que te chuparás los dedos. ¿También piensas que siempre es un buen momento para darse un homenaje? ¡Disfruta de tu menú de fin de semana en Mozza Bistró, Madrid!",126277,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/f21ae68c-b39b-11ed-a13f-92546faf7323.png",40.4312313,-3.6749687,MOZZA BISTRO
"  En pleno corazón de Gran Vía se halla el templo del sushi en Madrid. El Sumo no solo es un increíble restaurante de cocina japonesa, es toda una experiencia gastronómica. A través de las tablets instaladas en las mesas, podrás pedir los más de 100 platos de su carta sin más límite que el tuyo propio. Aquí se viene a disfrutar de la comida japonesa en formato buffet, dejando las preocupaciones fuera, y trayendo contigo solo las ganas de disfrutar. Ya se te ha abierto el apetito, ¿verdad?",102492,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/e605d414-0650-11ec-bf6b-6244e6c51b2a.jpg",40.41912,-3.69826,Sumo Gran Vía
